word,is_he
כד'לך,0
נקול,0
אנה,0
אן,0
וגב,0
אן,0
יכון,0
בעץ',0
אלגואהר,0
מחדת',0
וגב,0
איצ'א,0
אן,0
יכון,0
כל,0
אלגואהר,0
מחדת'הֿ,0
קלנא,0
כמא,0
אוגבנא,0
אד',0
כאן,0
<בעץ',0
אלנאס>,0
חי,0
נאטק,0
מאית,0
אן,0
יכון,0
כל,0
אלנאס,0
חי,0
נאטק,0
מאית,0
וכמא,0
אוגבנא,0
איצ'א,0
אד'א,0
כאן,0
בעץ',0
אלחמיר,0
נהאק,0
אן,0
יכון,0
כל,0
חמאר,0
נהאק,0
וכמא,0
אוגבנא,0
אד'א,0
כאן,0
בעץ',0
אלכ'יל,0
צהאל,0
אן,0
יכון,0
כל,0
אלכ'יל,0
צהאל,0
ומת'אלה,0
אד'א,0
וגב,0
אן,0
יכון,0
בעץ',0
אלניראן,0
מחרקהֿ,0
אן,0
תכון,0
כל,0
אלניראן,0
מחרקהֿ.,0
