word,is_he
מסתיעא,1
מילתא,1
חתי,0
קאל,0
הו,0
לא,0
תתעב,0
נפסך,0
פקד,0
וקפת,0
עלי,0
ספר,1
אדם,1
הראשון,1
ופיה,0
מכתוב,0
ישמעאל,1
ירחינאה,1
חכים,1
יהוי,1
בכי,1
לא,1
יתקרי,1
ואסו,1
לרבי,1
על,1
ידיה,1
תצמח,1
פאלרייס,0
כאן,0
ענדהם,0
מן,0
יסמא,0
רבי,1
פלמא,0
כאנו,0
רוסא,0
ארץ,1
ישראל,1
יסמון,0
רבי,1
(68,1
"ע""ב)",1
וכאן,0
רוסא,0
אלעראק,0
יסמון,0
רב,1
ימתאזון,0
וכמא,0
ננקל,0
כל,1
רב,1
מבבל,1
וכל,1
רבי,1
מארץ,1
ישראל,1
וראשי,1
גליות,1
יסמון,0
רבנא,1
והם,0
אלמנתסבין,0
אלי,0
דויד,1
מן,0
אלדכור,0
כמא,0
נדרס,0
פי,0
אלתלמוד,0
אותיביה,1
רב,1
חיסדא,1
לרבנא,1
עוקבא,1
בר,1
נחמיה.,1
ואמא,0
רבא,1
פאסמה,0
אבא,1
ואנמא,0
רבא,1
מקאם,0
אבא,1
פאכתצר,0
וסמי,0
ראבא,1
וכדלך,0
רבה,1
אנה,0
כאן,0
אסמה,0
אבה,1
ואנמא,0
אצ'יפת,0
אלראש,0
אליה,0
במעני,0
רב,1
אבה,1
באכתצאר.,0
וכדלך,0
אביי,1
אנמא,0
אסמה,0
נחמני,1
כמא,0
קאל,0
והילכתא,1
דנחמני,1
וקד,0
דכר,0
קבל,0
דלך,0
אביי,1
ולדלך,0
סבב,0
אסמה,0
דכרה,0
רבנו,1
שרירא,1
ע'א',1
ודלך,0
אנה,0
(69,1
"ע""א)",1
כאן,0
אבן,0
אכת,0
רבה,1
בר,1
נחמני,1
וכאן,0
תלמידה,0
פלמא,0
כאן,0
אסמה,0
באסם,0
אביה,0
פלם,0
יצח,0
לה,0
יכון,0
יסמיה,0
פי,0
כל,0
וקת,0
נחמני,1
באסם,0
אביה,0
וכאן,0
יצחח,0
אליה,0
אביי,1
במעני,0
אבוי,0
באל,0
סריאניה,0
פקד,0
אתית,0
פי,0
דלך,0
באלגואב,0
באיגאז,0
ואכתצאר,0
ולעמרי,0
אנה,0
יחתמל,0
זיאדה,0
כתירה,0
פי,0
אלכלאם,0
יכון,0
דלך,0
פי,0
אליסיר,0
לאהל,0
אלעלם,0
אקנאע.,0
אעוד,0
אלי,0
מא,0
כנת,0
פי,0
מן,0
גרץ',0
אלכתאב,0
ואקול,0
נקל,0
אלסאדה,0
ע'א',0
אן,0
תלתה,0
מן,0
אלמיאסיר,0
כאנו,0
באלשאם,0
אשתקת,0
להם,0
אסמא,0
מן,0
אפעאל,0
וחואדת,0
גרת,0
להם,0
פואחד,0
מנהם,0
בן,1
כלבא,1
שבוע,1
וקד,0
שרחת,0
קצתה,0
ואלתאני,0
נקדימון,1
בן,1
גוריון,1
ואשתק,0
(69,1
"ע""ב)",1
הלל,1
אלדי,0
ינתסב,0
אלדוד,0
מן,0
אמה,0
ליס,0
מן,0
אביה,0
[ו]לדלך,0
סמיו,0
נשיאים,1
ולם,0
יכון,0
ראש[י],1
"גליות,",1
מתל,0
[רבן,1
גמליא]ל,1
ורבן,1
שמעון,1
ורבן,1
יוחנן,1
[בן,1
זכאי],1
כלהם,0
נשאים,1
ואמא,0
אלמסמין,0
רבי,1
פהם,0
עלמא,0
ארץ,1
ישראל,1
כקול',0
דסמ[כין],1
ליה,1
וקרי,1
ליה,1
רבי,1
ויהיבין,1
לה,1
רשותא,1
ורוסאהם,0
למידן,1
דיני,1
קנסות,1
וקאל,0
רבינו,1
הקדוש,1
לר',1
אלעזר,1
בן,1
שמעון,1
חכימא,1
עבדי,1
יתך,1
וגולתא,1
דה,0
הבא,0
