word,is_he
ואחד,0
ד',1
אוגוה,0
אמא,0
אן,0
יכון,0
אלקדם,0
מן,0
צפאת,0
אלגואהר,0
אלגוהריהֿ,0
כאלחרארהֿ,0
לל[נאר],0
וד'לך,0
לכל,0
גוהר,0
וליס,0
אלחדת',0
בואקע,0
עליהא,0
אצלא.,0
<ואמא,0
אן,0
יכון,0
אלחדת',0
מן,0
צפאת,0
אלגוהר,0
אלגוהריהֿ>,0
כאלחרארהֿ,0
ללנאר,0
וד'לך,0
לכל,0
גוהר,0
וליס,0
אלקדם,0
בואקע,0
עליהא.,0
ואמא,0
אן,0
יכון,0
אלקדם,0
מן,0
צפאת,0
בעץ',0
אלגואהר,0
אלגוהריהֿ,0
ליס,0
לכלהא,0
ואמא,0
אן,0
יכון,0
אלחדת',0
מן,0
צפאת,0
בעץ',0
אלגואהר,0
אלגוהריהֿ,0
וליס,0
ד'לך,0
לכלהא,0
וד'לך,0
עלי,0
הד'א,0
אלמת'אל.,0
