word,is_he
"ע""א",1
<>,0
<>,0
[וצרף,0
אלאסוא],0
ענך,0
ברחמתה,0
מן,0
אלאסכנדריה,1
יום,0
אל,0
אחד,0
"לי""ב",1
בקין,0
מן,0
אב,1
כתמה,0
אללה,0
עלינא,0
ועליך,0
באחסן,0
כאתמה,0
ואלחאל,0
סאלמה,0
ונעמה,0
ואלחמד,0
לאללה,0
רב,0
אלעאלמין,0
תקדם,0
כתאבי,0
אליך,0
ואעלמתך,0
בוצול,0
מרכבין,0
מן,0
סקליה,0
וקארב,0
בן,0
אל,0
מטארבי,0
מן,0
אלמהדיה,0
בעהד,0
"י""ג",1
יום,0
ופי,0
וצטה,0
כתאב,0
למולאי,0
אלשיך',0
אבי,0
נצר,0
אדאם,0
אללה,0
עזה,0
וכדלך,0
כתאב,0
לסידי,0
אבי,0
סחק,0
ברהון,0
[מן,0
ענדי]?,0
ומעהא,0
ג',1
כתב,0
לה,0
גאתה,0
מן,0
אל,0
גרב,0
(ארגוי),0
ווגהנאהא,0
מע,0
רגל,0
מסלם,0
עטאר,0
מגרבי,0
ועטא,0
הא,0
לה,0
בן,0
אלבנגארי,0
ואלדי,0
תחב,0
עלמה,0
למא,0
כאן,0
יום,0
אל,0
סבת,0
ג'ד,0
כתאבי,0
הדא,0
וצל,0
קארב,0
בן,0
גיאס,0
ווצל,0
פיה,0
חסון,1
בן,1
אל,1
קשעמי,1
ווצל,0
לך,0
מעה,0
כתאב,0
וצרה,0
עין,0
[…],0
פ',1
דינ',0
וכאן,0
וצל,0
לך,0
פי,0
קארב,0
בן,0
אל,0
מטארבי,0
צרה,0
עין,0
קבץ',0
אל,0
גמיע,0
(מחז),0
סידי,0
אבי,0
אל,0
פרג,0
מרדוך,1
אעלמתך,0
דלך,0
וקד,0
וגה,0
לך,0
אלכתאב,0
אלדי,0
וצל,0
מע,0
חסון,1
בן,1
אלקשעמי,1
וכדלך,0
וצל,0
כתאב,0
לסידי,0
אבי,0
אסחק,0
ברהון,1
מן,0
ענד,0
צהרה,0
אנפדנאה,0
מע,0
כתאבך,0
וכדלך,0
וצל,0
יא,0
סידי,0
פי,0
הדה,0
אל,0
קארב,0
רזמה,0
הי,0
ביננא,0
ונחן,0
אליום,0
עלי,0
[…],0
[…],0
וגירה,0
אללה,0
יחסן,0
כלאצהא,0
לאן,0
כאנת,0
תלך,0
אל,0
רזמה,0
[אלדי,0
פתחת,0
לנא]?,0
כאנת,0
[…],0
קד,0
דכלה,0
מן,0
[…],0
מה,0
פי,0
[…],0
וקלבי,0
משגול,0
כתיר,0
[…],0
ולולא,0
אלשיך,0
באלענאיה,0
[…],0
פמא,0
יצ'ר,0
שי,0
ואדא,0
וצל,0
פי,0
טיה,0
אוסקת,0
אל,0
רזמתין,0
אן,0
שא,0
אללה,0
[…],0
מן,0
ענדנא,0
לי,0
צרתין,0
פיהם,0
ש',1
דינ',0
וע',1
דינ',0
וכאן,0
אעלמתך,0
חאל,0
אלרזמה,0
[…],0
אלצרה,0
יוצל,0
[…],0
צחבת,0
סלימן,1
בן,1
פרח,1
ומא,0
גרי,0
עלי,0
מנה,0
פיהא,0
וקד,0
טלע,0
באלצרה,0
אלי,0
מצר,0
[…],0
לסידי,0
אלשיך,0
אבי,0
אסחק,0
וקד,0
סאלתך,0
אן,0
סלאמך,0
ארגו,0
[…],0
ואנא,0
אדא,0
כרג,0
אחד,0
מן,0
אצחאבנא,0
וגהת,0
מעה,0
אלצרתין,0
ואנא,0
ננתצר,0
וצול,0
אל,0
מרכב,0
[…],0
וכאלה,0
סרור,0
גלאם,0
יהודא,0
לנא,0
פיה,0
רזמין,0
ולי,0
פי,0
מר[כב],0
כתאבך,0
[…],0
סערה,0
ואנא,0
אול,0
אלול,1
אן,0
שא,0
אללה,0
נטלע,0
אללה,0
ילזמנא,0
[…],0
נכאתבה,0
וקד,0
דכר,0
לי,0
סידי,0
דאלך,0
פי,0
כתאבה,0
שוליים,1
ימניים,1
[…],0
/,0
אל,0
שיך,0
אבי,0
/,0
[/],0
/,0
כתן,0
[…],0
/,0
ש[/],0
/,0
מ[…],0
/,0
יוגדו,0
שי,0
/,0
עדל,0
עלי,0
/,0
[…],0
/,0
יחסן,0
/,0
תחמלה,0
/,0
מעה,0
ו',1
/,0
אחמאל,0
/,0
פנחב,0
אנך,0
/,0
תבלגה,0
/,0
סלאמי,0
/,0
וא[…],0
תסאלה,0
/,0
יצל,0
/,0
באל,0
צרה,0
/,0
אל,0
[…],0
/,0
צחבת,0
/,0
סלימאן,0
/,0
וקד,0
כנת,0
/,0
[…],0
"ע""ב",1
[…],0
אכדה,0
מן,0
ענדי,0
סידי,0
אלשיך,0
אבי,0
סחק,0
וקד,0
באעו,0
אל,0
נשאדר,0
באלקירואן,0
ג',1
רב',0
והדא,0
סער,0
אן,0
גייד,0
וקד,0
וצל,0
למולאי,0
אל,0
שיך,0
אבי,0
נצר,0
צרה,0
צחבת,0
סלמאן,0
אלק,0
שמע[י],0
צרה,0
ורק,0
וצרה,0
עין,0
מן,0
קבל,0
דאוד,0
בן,0
עמראן,0
מע,0
כתאב,0
אעלמתך,0
דלך,0
ולם,0
יקבצ'ה,0
א,0
אחד,0
ותבלג,0
סידי,0
אבי,0
סחק,0
ברהון,0
אלסלם,0
ולם,0
יצל,0
לה,0
שי,0
מן,0
עבד,0
ואללה,0
וקד,0
סאלת,0
ען,0
סידי,0
כאלה,0
קאלו,0
אנה,0
פי,0
עאפיה,0
ואן,0
יוסף,1
סאפר,0
ללאנדלס,0
וכתבת,0
עלי,0
סרעהפאעדר,0
בפצלך,0
יעקב,1
שלם,1
נחב,0
תערפני,0
סער,0
אלשקה,0
ואן,0
כאן,0
הי,0
כאסדה,0
ותחרץ,0
ביע,0
אלמון,0
[אסעה]?,0
ואלגלאיל,0
ואלפוט,0
ואל,0
קזדיר,0
ואלשש,0
ואלרצאץ,0
ואלזית,0
ויכון,0
כתאבך,0
משרוח,0
ואנא,0
נוגה,0
גמיע,0
מא,0
יצל,0
אלי,0
לכם,0
נסתחב,0
תקומו,0
מקאמי,0
[…],0
סואלי,0
[…]אללה,0
וארגו,0
אן,0
אכדתם,0
מוצ'ע,0
אן,0
גיד,0
לאן,0
יגיכם,0
אל,0
סנה,0
אלתקל,0
ויגיך,0
אלסנה,0
אלכז,0
וקד,0
וצל,0
כתאב,0
לסידי,0
אבי,0
אלקאסם,0
עבד,0
אלרחמאן,0
