word,is_he
"ע""א",1
סידי,0
ומולאי,0
אטאל,0
אללה,0
בקאך,0
ואדאם,0
תאידך,0
וסלאמתך,0
וסעאדתך,0
וכאן,0
לך,0
ומעך,0
ולי,0
וחאפץ',0
מן,0
אלאסכנדריה,1
"לי""ג",1
בקין,0
מן,0
מרחשון,1
ואלחאל,0
סלאמה,0
ונעמה,0
למולהמא,0
אלחמד,0
בהמא,0
ושוק,0
אליך,0
קרב,0
אללה,0
אלאגתמע,0
בך,0
תקדמת,0
כתבי,0
אליך,0
עלי,0
יד,0
סידי,0
ומולאי,0
אבו,0
יחייא,1
ר',1
נהראי,1
אדאם,0
אללה,0
עזה,0
ארגו,0
וקופך,0
עליהא,0
מנהא,0
כתאב,0
לך,0
איצא,0
מן,0
פרח,0
ולייך,0
וקד,0
וצלני,0
כתאבה,0
פי,0
הדא,0
אלאסבוע,0
מן,0
בוציר,0
ולם,0
ישתרי,0
ללאן,0
אלי,0
בעץ',0
וקד,0
קדם,0
דנאניר,0
פי,0
אלדיואן,0
וזנהא,0
ען,0
אלמזארעין,0
ואנא,0
ענדי,0
אן,0
יתעב,0
אן,0
יכץ,0
אליך,0
בק[יה],0
תעבה,0
לאן,0
בן,0
אלמשפק,0
יולע,0
בסו,0
אלט'ן,0
אללה,0
יכתב,0
סלאמתה,0
וקד,0
וצל,0
פי,0
הדא,0
אלאסבוע,0
אלמפצ'ל,0
פי,0
קארב,0
מן,0
צור,0
אחכא,0
וצול,0
מרכב,0
אלקאצ'י,0
עין,0
אלדולה,0
[אלי,0
צור]?,0
ללה,0
אלחמד,0
עלי,0
סלאמתה,0
וסררת,0
בכונך,0
פי,0
אלמוצ'ע,0
תשאהד,0
רחלך,0
ואנה,0
עלי,0
עין,0
מא,0
תראה,0
ובקיה,0
אלמראכב,0
מא,0
ענדי,0
צחה,0
מנהא,0
אלי,0
יקולו,0
אנהא,0
עדאת,0
בל,0
קאם,0
אלריח,0
ענדנא,0
בעד,0
אלצליב,0
במדה,0
כ',1
יום,0
שרקי,0
איאם,0
וקד,0
אקאם,0
אלאן,0
מדה,0
כ',1
יום,0
שרקי,0
והו,0
ללאן,0
שרקי,0
וקד,0
אקלע,0
בן,1
אלסכנדר,1
ורגע,0
איצ'א,0
ואנחן,0
מתשופין,0
למן,0
יצל,0
מן,0
אלגרב,0
אללה,0
ג'לת,0
קדר[תה],0
יטלענא,0
עלי,0
כ'יר,0
ואיאך,0
וכל,1
ישראל,1
[…]ן,0
אללה,0
[…],0
וכתב,0
סלאמתהם,0
סאלתך,0
פי,0
חויגאת,0
מא,0
סהל,0
עליך,0
מנהא,0
אפעלה,0
אסתכרת,0
אללה,0
גלת,0
קדרתה,0
וחמלת,0
פי,0
רזמה,0
ליוסף,1
בן,1
כלפה,1
אלקרוי,0
תעלמה,0
יערף,0
באסם,0
יסתגני,0
ען,0
דכרה,0
[…],0
אלי,0
טראבלס,0
אלשאם,0
אוסקהא,0
פי,0
קארב,0
אבו,0
אל,0
ורד,0
ראיסה,0
הגאס,0
הו,0
עשארי,0
אלמרכב,0
אלדי,0
יסאפר,0
אלי,0
סקליה,0
וגא,0
שקיקאת,0
סוסי,0
מצ'א,0
באל,0
רזמה,0
צביה,0
אלקאבסי,0
אנך,0
תעלמו,0
אחב,0
ישרכך,0
במא,0
תקדר,0
עליה,0
תכארה,0
יביעהא,0
פי,0
דאר,0
אלוכיל,0
באלקצם,0
וישתרי,0
באלתמן,0
חלבי,0
או,0
קטן,0
פאלגמיע,0
נאץ',0
או,0
יעאדל,0
בהא,0
פי,0
הדה,0
אל,0
באבתין,0
יכון,0
כתאבך,0
לה,0
אלי,0
טראבלס,0
לבשר,1
בן,1
ימני,1
וקד,0
געלו,0
לך,0
פי,0
אלמרגוע,0
תלך,0
אלפצ'ל,0
ואגריתה,0
שוי,0
ופקת,0
תנבהה,0
למא,0
ינתפע,0
בה,0
ולמא,0
אנתפע,0
אנא,0
בה,0
ואן,0
אתפק,0
לך,0
אלצפר,0
אלי,0
טראבלס,0
אחב,0
חסן,0
ענאיתך,0
במא,0
לם,0
תצל,0
אעלמתך,0
בוצול,0
מרכב,0
מן,0
אלמריה,0
ווצול,0
מרכב,0
מן,0
דאניה,0
שרק,0
לאנדלס,0
ולם,0
יצל,0
לך,0
שיי,0
ולא,0
ראית,0
לך,0
כתאב,0
ולם,0
יצל,0
אליך,0
מן,0
אלגרב,0
סוא,0
אלסרך,0
אלדי,0
כאנת,0
מן,0
עאם,0
אול,0
ענד,0
אלשיך,0
אבו,0
יוסף,1
כלטת,0
ר',1
נהראי,1
לא,0
גיר,0
[…]ן,0
אללה,0
דרך,0
וכתב,0
סל[אמתך],0
וגעל,0
סעייתך,0
לך,0
ואסמענא,0
פיך,0
כיר,0
וג'עלך,0
פי,0
חיז,0
אלסלאם,0
וכל,1
ישראל,1
תברך,0
אפצל,0
אלסלם,0
למן,0
תשמל,0
ענאיתך,0
אלסלם,0
אבו,0
זכריא,0
יהודא,1
בן,1
אסמעיל,1
משתי,0
באלאסכנדריה,1
אעלמתך,0
דלך,0
ושלום,1
אהל,0
אל,0
אלבלד,0
אלמים,0
חסר,0
ואלמאכול,0
כלה,0
מביוע,0
אלחטים,0
ג,1
בזהוב,1
סרא.,0
שוליים,1
ימניים,1
אלמן,0
וייבה,0
בדנ',0
וד',1
אלכרוב,0
בדינארין,0
אלקנטאר,0
אלזביב,0
אללאדקי,0
ב',1
וא',1
אלתין,0
אללאדקי,0
בדינארין,0
לד',1
אלקטן,0
נ',1
אלי,0
ה'מ',1
אלחלבי,0
מן,0
ט',1
אלי,0
אל,0
ח',1
ואלי,0
אלי',0
/,0
אלעסל,0
"י""א",1
אלקנטאר,0
אלזית,0
בדנ',0
ונצף,0
אלקלה,0
בעד,0
אן,0
וצל,0
מנה,0
ה',1
אלאף,0
זק,0
וכלד,0
אלגוע,0
כמא,0
תעלם,0
סבכ'ה,0
אל,0
סבוך',0
אלדהן,0
[הנא],0
דינ',0
פי,0
אלקנטאר,0
שוליים,1
עליונים,1
אלתקל,0
כלה,0
תקל,0
אלגרב,0
מא,0
יסוא,0
שי,0
אלמתאע,0
מא,0
יסוא,0
ש',0
אלד'י,0
עטי,0
לך,0
פיה,0
דינארין,0
יסוא,0
דינאר,0
הד'א,0
ביע,0
אל,0
סכאר,0
/,0
ואלחלבי,0
הו,0
שואר,0
אלערב,0
וקד,0
וצלו,0
מנהם,0
כלק,0
[לל],0
עביד,0
למולאנא,0
כלד,0
אללה,0
מלכה,0
ופתח,0
לה,0
משארק,0
/,0
אלארץ',0
ומגארבהם,0
אחב,0
לא,0
תג'פל,0
ען,0
מא,0
סאלתך,0
תכתץ,0
אפצל,0
אלסלאם,0
ומן,0
סאל,0
עני,0
אלסלאם,0
ושלום,1
"ע""ב,",1
כתובת,1
סידי,0
ומולאי,0
אבי,0
יעקב,1
יוסף,1
בן,1
עלי,1
"נ""ע",1
מן,0
אסמעיל,1
בן,1
פרח,1
"נ""ע",1
[…],0
ינפדה,0
כהן,1
פאסי,0
מולאי,0
מ[…],0
אן,0
שא,0
אללה,0
אטאל,0
אללה,0
בקאה,0
ואדאם,0
תאידה,0
וסלאמתה,0
וס[עאדתה],0
