word,is_he
ואן,0
קאל,0
אנהמא,0
מכ'תלפין,0
פי,0
אלפעל,0
ואלד'את,0
גמיעא,0
וגב,0
אד'א,0
כאן,0
אחדהמא,0
גסם,0
אן,0
יכון,0
אלאכ'ר,0
לא,0
גסם,0
ואד'א,0
כאן,0
אחדהמא,0
גוהר,0
אן,0
יכון,0
אלאכ'ר,0
ערץ'.,0
ואד'א,0
כאן,0
אחדהמא,0
יפעל,0
אלאגסאם,0
לא,0
יכון,0
אלאכ'ר,0
יפעל,0
אלאגסאם,0
ואשבאה,0
ד'לך.,0
וד'לך,0
כ'לאף,0
מא,0
נעקל,0
מן,0
אלעאלם,0
לאן,0
אלעאלם,0
מוגוד,0
גוהר,0
וערץ',0
וגסם,0
וג'יר,0
גסם,0
ופאעלה,0
פאעל,0
גסם,0
ופאעל,0
גוהר,0
ופאעל,0
ערץ',0
פמן,0
כאן,0
לא,0
יפעל,0
אלא,0
גסם,0
לא,0
יפעל,0
אלעאלם,0
לאן,0
פי,0
אלעאלם,0
לא,0
גסם.,0
ומן,0
כאן,0
לא,0
יפעל,0
אלא,0
לא,0
גסם,0
לא,0
יפעל,0
אלעאלם,0
לאן,0
פי,0
אלעאלם,0
גסם,0
ומן,0
כאן,0
לא,0
יפעל,0
אלא,0
ערץ',0
לם,0
יפעל,0
אלעאלם,0
לאן,0
פי,0
אלעאלם,0
גוהר,0
ומן,0
כאן,0
לא,0
יפעל,0
אלא,0
גוהר,0
לם,0
יפעל,0
אלעאלם,0
לאן,0
פי,0
אלעאלם,0
ערץ',0
אעני,0
אן,0
אלעאלם,0
גוהר,0
וערץ',0
וגסם,0
וג'יר,0
גסם.,0
