word,is_he
ואן,0
קאל,0
אן,0
אלקדם,0
מן,0
צפאת,0
אלגוהר,0
אלגוהריהֿ,0
וד'לך,0
לכל,0
גוהר,0
וליס,0
ד'לך,0
לכל,0
גוהר,0
וכד'לך,0
יקול,0
קיל,0
פחדת'נא,0
ען,0
הד'א,0
אלגוהר,0
אלקדים,0
הו,0
מואפק,0
ללגוהר,0
אלחדית',0
פי,0
חד,0
[אל]גוהר,0
פאן,0
קאל,0
לא,0
אנכר,0
אן,0
יכון,0
אחדהמא,0
גוהר,0
לאן,0
חד,0
אלגוהר,0
אן,0
יכון,0
אלגוהר,0
קאימא,0
בד'אתה,0
פאד'א,0
כאן,0
אלגוהראן,0
ליס,0
יתפקאן,0
פי,0
הד'א,0
אלחד,0
פאחדהמא,0
גוהר,0
ואלאכ'ר,0
ליס,0
בגוהר,0
ואלמת'ל,0
פי,0
ד'לך,0
אן,0
יקול,0
אלקאיל,0
נאר,0
קדימהֿ,0
ונאר,0
חדית'הֿ,0
פיקאל,0
<חד>,0
אלנאר,0
אלמערוף,0
הו,0
אן,0
אלנאר,0
חארהֿ,0
יאבסהֿ,0
מחרקהֿ,0
פאד'א,0
קאל,0
נעם,0
קיל,0
לה,0
פאלנאר,0
אלקדימהֿ,0
ואלחדית'הֿ,0
מתפקין,0
בהד'א,0
אלחד,0
פאן,0
קאל,0
לא,0
כאן,0
קד,0
אנפא,0
אן,0
יכון,0
אחדהמא,0
נארא.,0
