word,is_he
ואן,0
קאל,0
אן,0
אלחדות',0
מן,0
צפאת,0
<כל>,0
אלגואהר,0
אלגוהריהֿ,0
ד'לך,0
לעמרי,0
הו,0
אלחק,0
והו,0
קולנא,0
ואד'א,0
קאל,0
ד'לך,0
פאנה,0
קד,0
תרך,0
קולה,0
פי,0
אן,0
גואהר,0
אלעאלם,0
ואעראצ'ה,0
חדית',0
מן,0
גוהר,0
לם,0
יזל.,0
וילזמה,0
פי,0
הד'א,0
מא,0
ילזמה,0
פי,0
אלקול,0
אלאול,0
סוא,0
ואן,0
קאל,0
אן,0
אלקדם,0
מן,0
צפאת,0
בעץ',0
אלגואהר,0
וליס,0
ד'לך,0
לכל,0
אלגואהר,0
יסל,0
פיה,0
מת'ל,0
מא,0
סאל,0
פי,0
קולה,0
אן,0
אלקדם,0
מן,0
צפאת,0
כל,0
אלגואהר,0
חתי,0
ילזמה,0
פי,0
ד'לך,0
מת'אל,0
מא,0
לזמה,0
הנאך,0
ואן,0
קאל,0
אן,0
אלחדת',0
מן,0
צפאת,0
בעץ',0
אלגואהר,0
וליס,0
ד'לך,0
לכל,0
אלגואהר,0
דכ'ל,0
עליה,0
פי,0
ד'לך,0
גמיע,0
מא,0
ידכ'ל,0
עליה,0
פי,0
אלמעני,0
אלד'י,0
קבל,0
הד'א,0
איצ'א,0
פאלמנכסר,0
מן,0
הד'ה,0
אלד',0
אוגה,0
ת'לאת',0
אוגה,0
ואלצחיח,0
ואחד,0
והו,0
אלקאיל,0
אן,0
אלחדת',0
מן,0
צפאת,0
כל,0
אלגואהר,0
פד'לך,0
קולנא,0
אלי,0
האהנא,0
פי,0
אלר[ד],0
עלי,0
מן,0
קאל,0
אן,0
גואהר,0
אלעאלם,0
ואעראצ'ה,0
אחדת'ת,0
מן,0
גוהר,0
לם,0
יזל.,0
