word,is_he
[.,0
.,0
.],0
מנא,0
מא,0
ולא,0
ס[פ.,0
.,0
.,0
א],0
מן,0
[.,0
.,0
.][.,0
.,0
.]ת'ם,0
תזעמון,0
אנה,0
לא,0
[ספ]יה,0
[.,0
.,0
.],0
ולא,0
שי,0
שאה,0
ולא,0
ינקצה,0
[.,0
.,0
.],0
ולא,0
[.,0
.,0
.]דה,0
או,0
ינפע,0
וליס,0
הו,0
[בכ']יל,0
בל,0
גואד],0
וליס,0
הו,0
גא[הל],0
בל,0
הו,0
חכים,0
[.,0
.,0
.],0
גמיע,0
אלאפעאל,0
לה,0
להא,0
יפעל,0
מא,0
[.,0
.,0
.],0
אנא,0
נקול,0
[.,0
.,0
.],0
עוזה,0
[.,0
.,0
.],0
[.,0
.,0
.,0
בכי],0
כאן,0
אלצ[.,0
.,0
.],0
מן,0
צאר,0
אלי,0
נע[מהֿ,0
בעד],0
אן,0
לאד'א,0
[.,0
.,0
.],0
ללנעמ[הֿ.,0
.,0
.],0
ואן,0
קאל,0
קאיל,0
לם,0
יך,0
באק,0
[.,0
.,0
.],0
