word,is_he
ואמא,0
אלקאיל,0
אנהא,0
[לם],0
תזל,0
באלפעל,0
ואנהא,0
צאירהֿ,0
אלי,0
אלקוהֿ.,0
פד'לך,0
מק[לוב],0
ומעכוס,0
מן,0
אלדעוא,0
ואלמקאל,0
והו,0
עכס,0
מא,0
יעק[ל,0
וי]פהם,0
וד'לך,0
אן,0
כל,0
מן,0
אקר,0
בקוהֿ,0
ופעל,0
אנמא,0
יזעם,0
א[ן],0
אלשי,0
כאן,0
פי,0
אלקווהֿ,0
ת'ם,0
צאר,0
אלי,0
אלפעל,0
פאמא,0
אן,0
[יכון],0
כאן,0
פי,0
אלפעל,0
ת'ם,0
צאר,0
באלקוהֿ,0
פלא,0
פאן,0
[אלטפל],0
אנמא,0
יקאל,0
אנה,0
כאן,0
באלקוהֿ,0
כאתבא,0
ותא[גרא,0
וע]נד,0
בלוג'ה,0
ותעלימה,0
צאר,0
[כד'לך],0
באלפ[על,0
פאמא],0
אן,0
יכון,0
כאן,0
כד'לך,0
באלפעל,0
[וצאר,0
אלי,0
אלקוהֿ,0
פימא],0
כאן,0
פלא,0
והד'א,0
מן,0
אלמקאל,0
ט'[אהר,0
אלאנכסאר.,0
