word,is_he
ואמא,0
אלד'י,0
קלנא,0
אנה,0
ואחד,0
פי,0
אלתרכיב,0
פהו,0
עלי,0
[צ']רוב,0
אמא,0
גוהר,0
ג'יר,0
גסמאני,0
מע,0
גוהר,0
גסמאני,0
כאן,0
מנהמא,0
כלא,0
ואחדא,0
כמוסי,0
והרון,0
אלד'י,0
כל,0
ואחד,0
מנהמא,0
מרכב,0
מן,0
נפס,0
רוחאניהֿ,0
בסיטהֿ,0
וגסד,0
גרמאני,0
מכ'תלף,0
ואמא,0
גוהר,0
גסמאני,0
מע,0
גוהר,0
גסמאני,0
כא[ן],0
מנהמא,0
כלא,0
ואחדא,0
וד'לך,0
עלי,0
צ'רבין,0
אמא,0
ט[ב]אעי,0
ואמא,0
צנאעי,0
פאלטבאעי,0
כאלעט'ם,0
מע,0
[אל]לחם,0
כאן,0
מנהמא,0
בדנא,0
ואחדא,0
ואמא,0
אלצנאעי,0
כאלפץ,0
מע,0
אלחלקהֿ,0
סמי,0
כ'אתמא,0
ואחדא,0
פהד'א,0
ומת'לה,0
אנמא,0
סמינאה,0
ואחדא,0
בתרכיב.,0
