word,is_he
פאד',0
פסדת,0
הד'ה,0
אלאקואל,0
אלד',0
פאנמא,0
אלחק,0
פי,0
אלואחד,0
"אל""ה",0
והו,0
קולנא,0
אן,0
אפעאלנא,0
פיהא,0
כ'יר,0
ופיהא,0
שר,0
ופיהא,0
ליס,0
כ'יר,0
ולא,0
שר,0
פאלכ'יר,0
פעל,0
אלחסן,0
ואלגמיל,0
<ואלשר,0
פעל,0
אלקביח>,0
ואלכ'יר,0
אנמא,0
הו,0
אן,0
תכרה,0
ללנאס,0
מא,0
כרהת,0
לנפסך,0
מן,0
אלשר,0
ואן,0
לא,0
תרצ'א,0
ללנאס,0
ולא,0
תחב,0
להם,0
אלא,0
מא,0
אחבבת,0
ורצ'ית,0
לנפסך,0
מן,0
אלכ'יר.,0
ואלשר,0
הו,0
<אן,0
לא,0
תרצ'א,0
ללנאס,0
ולא,0
תחב,0
להם>,0
מת'ל,0
מא,0
תרצ'א,0
ותחב,0
לנפסך,0
מן,0
אלכ'יר.,0
ואלפעל,0
אלמבאח,0
מת'ל,0
מא,0
קלנא,0
מן,0
אלמבאחאת,0
אלתי,0
ליס,0
בטאעהֿ,0
מחדודהֿ,0
וטאעהֿ,0
ג'יר,0
מחדודהֿ.,0
