word,is_he
"ע""א",1
כתאבי,0
למולאי,0
אלשיך,0
אלגליל,0
אטאל,0
אללה,0
בקאה,0
ואדאם,0
איאם,0
סלאמתה,0
וסעאדתה,0
ליומין,0
בקין,0
מן,0
איאר,0
אכתמה,0
אללה,0
עלי,0
מולאי,0
אלשיך,0
באחסן,0
כאתמה,0
ואסעדה,0
פי,0
סאיר,0
אוקאתה,0
כלהא,0
ען,0
חאל,0
סלאמה,0
ונעמה,0
ואלחמד,0
ללה,0
וחדה,0
בעד,0
וצול,0
כתאב,0
מולאי,0
ביד,0
עמאר,0
ווקפת,0
מנה,0
עלי,0
סלאמה,0
מולאי,0
אדאמהא,0
אללה,0
לה,0
ודכר,0
מולאי,0
אלשיך,0
סלמה,0
אללה,0
וצול,0
הארון,0
סאלמא,0
ווצול,0
מא,0
כאן,0
מעה,0
ללה,0
אלחמד,0
ואנת,0
ערפת,0
מולאי,0
אלשיך,0
פי,0
כתבי,0
אלמתקדמה,0
אן,0
לם,0
יתבקא,0
לנא,0
עלי,0
אלבר,0
עדל,0
ואחד,0
ואן,0
חצלת,0
גמלה,0
אלאעדאל,0
פי,0
אלמראכב,0
פי,0
אחסן,0
אל,0
מואצ'ע,0
אסל,0
מן,0
אללה,0
יתצ'מן,0
עלינא,0
בסלאמתהא,0
ויסמענא,0
ען,0
אלגרב,0
כבר,0
אן,0
נסר,0
בה,0
לאן,0
ואללה,0
יאמולאי,0
כתרת,0
עלי,0
אלקירואן,0
אלאשאניע,0
אלרדיה,0
וכל,0
אנסאן,0
ישנע,0
מא,0
ענדה,0
ונחן,0
תחת,0
חאל,0
אן,0
עצ'ים,0
אסל,0
מן,0
אללה,0
יסמענא,0
ענהם,0
כיר,0
וליס,0
יכן,0
לנא,0
קראר,0
אלי,0
אן,0
תצל,0
אלינא,0
כתאבה,0
בסלאמתהם,0
אסל,0
מן,0
אללה,0
וכיל,0
דלך,0
ואלמראכב,0
יאמולאי,0
עלי,0
אכר,0
אשגאלהא,0
ולם,0
יבקא,0
להא,0
עלי,0
אלבר,0
חאמי,0
וקד,0
טלעו,0
מאהם,0
ואזואדהם,0
והום,0
ינתצ'רו,0
פראג,0
אלאצטול,0
וירמיוה,0
פי,0
אלבחר,0
ויקלעו,0
ותקלע,0
מעהם,0
אלמראכב,0
וגד,0
כתאבי,0
ירמיו,0
אלקטאיע,0
פי,0
אלבחר,0
לאן,0
יום,0
כתאבי,0
פרגו,0
מן,0
אצלאחהם,0
וקד,0
כתבת,0
אלי,0
סיד[י],0
אב[י],0
סעיד,0
כלף,0
בן,0
יעקוב,0
סלמה,0
אללה,0
ד',1
נסך,0
וחמלת,0
פי,0
כל,0
מרכב,0
נסכה,0
דפעתה,0
לאצחאבנא,0
דפעת,0
נסכה,0
ואחדה,0
אלי,0
סלאמה,0
בן,0
אבי,0
כליל,0
פי,0
מרכב,0
אלבעשושי,0
ונסכה,0
תאניה,0
פי,0
מרכב,0
אלאנדלסי,0
סלמה,0
אללה,0
אלי,0
סהלאן,0
סלמה,0
אללה,0
ונסכה,0
תאלתה,0
פי,0
מרכב,0
אבן,0
אלקדאר,0
סלמה,0
אללה,0
דפעתהא,0
אלי,0
אבן,0
אלקדאר,0
צאחב,0
אלמרכב,0
בנפסה,0
לאן,0
לם,0
ידכל,0
פיה,0
יהודי,1
ואלנסכה,0
אלראבעה,0
דפעתהא,0
אלי,0
סלאר,0
אלאטראבלסי,0
צבי,0
אבן,0
אלצהאלה,0
ואוצית,0
גמיע,0
אצחאבנא,0
סלמהמא,0
אללה,0
אן,0
יראעיו,0
אלע',0
עדל,0
וברקלו,0
אלי,0
אן,0
יוצלוהא,0
באלסלאמה,0
אלי,0
יד,0
כלף,0
בן,0
יעקוב,0
אלאנדלסי,0
סלמה,0
אללה,0
וכדלך,0
כתבת,0
אלי,0
אלקירואן,0
אלי,0
כאלי,0
אידה,0
אללה,0
ה',1
נסך,0
ונסכת,0
אלכתב,0
אלדי,0
אנפד',0
אלי,0
מולאי,0
וקד,0
דפעת,0
אלי,0
ודעה,0
סלמה,0
אללה,0
אלכתב,0
אלדי,0
רסם,0
לי,0
מולאי,0
והיא,0
יב',1
כתאב,0
ואנא,0
אשד,0
בקית,0
אלכתב,0
ואנפדהא,0
פי,0
ה',1
מראכב,0
מע,0
אצחאבנא,0
סלמהמא,0
אללה,0
וכדלך,0
כתבת,0
אלי,0
סידי,0
אבי,0
זכרי,0
יחיי,0
סלמה,0
אללה,0
ה',1
כתב,0
וערפתה,0
אלמראכב,0
בגמיע,0
מא,0
חמלתה,0
אלי,0
אלמהדיה,0
פי,0
האדא,0
אלסנה,0
והו,0
קעט',1
עדל,0
וברקלוין,0
וערפתה,0
אלמראכב,0
ומא,0
קבצ'ו,0
מן,0
אלסלפה,0
[מא,0
כאן,0
מ]תלה,0
אסל,0
מן,0
אללה,0
יכתב,0
עליהם,0
אלסלאמה,0
ברחמתה,0
וקד,0
סאלת,0
כאלי,0
אדאם,0
אללה,0
עזה,0
אן,0
סאעה,0
וצול,0
גמיע,0
אלאעדאל,0
אלי,0
אלמהדיה,0
ינפד',0
סידי,0
אבי,0
זכרי,0
יחיי,0
ולדה,0
סלמה,0
אללה,0
אלי,0
אלמהדיה,0
יקבץ',0
גמיע,0
אלאעדאל,0
ויביעהא,0
פי,0
אלמהדיה,0
פי,0
נפס,0
אלמוסם,0
וינפד,0
גמיע,0
אלתמן,0
אלי,0
כאלי,0
אלי,0
אלקירואן,0
וסאלתה,0
אן,0
ישתרי,0
למולאי,0
גמיע,0
אלבצ'איע,0
אלדי,0
סאלה,0
שראהא,0
מן,0
רצאץ,0
ושמע,0
ודיבאג,0
ומתאע,0
וזעפראן,0
וגיר,0
דלך,0
וכנת,0
אע[למ]ת,0
מולאי,0
אלשיך,0
אדאם,0
אללה,0
עזה,0
אן,0
בקי,0
עלי,0
מן,0
אלסלפה,0
ל',1
דינ',0
ואכדת,0
ספת[ג']א,0
מן,0
אבן,0
עבד,0
אלקדוס,0
ואכדת,0
אלי,0
דנא',0
אלדי,0
כאנת,0
מע,0
סלאמה,0
סלמה,0
אללה,0
וזנתהא,0
וגמיע,0
אלמרכאב,0
עלי,0
אל,0
אקלאע,0
כתב,0
אללה,0
עליהא,0
אלסלאמה,0
וכנת,0
יאמולאי,0
עלי,0
אנני,0
ננפד,0
סלאמה,0
סלמה,0
אללה,0
אלי,0
אן,0
בלגני,0
אן,0
אנכסר,0
צאחב,0
אלקירואן,0
וכאן,0
פי,0
אלבלד,0
רהג,0
אן,0
עצים,0
כשית,0
אן,0
[…],0
לאן,0
כתרת,0
אל,0
שנע,0
אלסו,0
ולו,0
דאעת,0
אל[בצ]עאה,0
אל[…]ה,0
יומין,0
אן,0
אכד,0
[…],0
קצ$,0
פ$,0
שוליים,1
ימניים,1
אלשיך,0
[…],0
/,0
ואטיבה,0
ועל[…],0
/,0
ואבקאה,0
אללה,0
אפצ'ל,0
אלסל[אם],0
/,0
ועלי,0
סידי,0
אבי,0
סעיד,0
/,0
אחיאה,0
אללה,0
אפצ'ל,0
אל[סלאם],0
/,0
וגמיע,0
מן,0
תשמל[ה],0
/,0
ענאיה,0
מולאי,0
אל,0
/,0
שיך,0
אדאם,0
אללה,0
/,0
עזה,0
אפצל,0
אל,0
/,0
סלם,0
ואטיבה,0
/,0
ועקב,1
שלום,1
"ע""ב,",1
כתובת,1
חצרה,0
מולאי,0
אלשיך,0
אלגליל,0
אבי,0
מן,0
עבדה,0
אפרים,1
בן,1
אסמאעיל,1
"נ""נ",1
אלפרג,0
יוסף,1
בן,1
יעקוב,0
אלגוהרי,0
בן,1
עוכל,1
"נ""נ",1
במצר,0
מגלסה,0
אן,0
שא,0
אללה,0
אדאם,0
אללה,0
עזה,0
ועלאה,0
וסעאדתה,0
ונעמאה,0
