word,is_he
פנקול,0
אנה,0
אד',0
בטל,0
אן,0
יכון,0
מחדת',0
אלעאלם,0
גוהר,0
או,0
ערץ',0
או,0
גסם,0
פלן,0
יכ'לו,0
מן,0
אחד,0
וגהין,0
אמא,0
אן,0
יכון,0
ואחד,0
ואמא,0
את'נין,0
פאן,0
קאל,0
קאיל,0
ומא,0
אנכרת,0
אן,0
יכונא,0
את'נין,0
קלנא,0
אנכרנא,0
ד'לך,0
מן,0
גהאת,0
לאנהמא,0
לו,0
כאנא,0
את'נין,0
לן,0
יכ'לו,0
מן,0
אחד,0
ת'לת'הֿ,0
אוגה,0
אמא,0
אן,0
יכונא,0
מתפקין,0
פי,0
אלד'את,0
מן,0
כל,0
גההֿ,0
חתי,0
לא,0
יכון,0
בינהמא,0
אכ'תלאף,0
אצלא,0
פי,0
ד'אתהמא,0
ואמא,0
אן,0
יכונא,0
מכ'תלפין,0
מן,0
כל,0
גההֿ,0
חתי,0
לא,0
יכון,0
בינהמא,0
אתפאק,0
פי,0
ד'אתהמא,0
ואמא,0
אן,0
יכונא,0
מתפקין,0
מן,0
גההֿ,0
ומכ'תלפין,0
מן,0
גההֿ,0
אכ'רי.,0
