word,is_he
וקד,0
ארדנא,0
אלאן,0
אן,0
נבתדי,0
האהנא,0
ארבעהֿ,0
אשיא,0
אחדהא,0
הל,0
מן,0
כ'אלק,0
וכם,0
הו,0
ומא,0
הו,0
וכיף,0
<הו>,0
אן,0
כאן,0
גאיז,0
אן,0
נקול,0
ד'לך.,0
ונחן,0
מבתדון,0
מן,0
ד'לך,0
באלוגה,0
אלאול,0
פנקול,0
אמא,0
קולנא,0
הל,0
מן,0
כ'אלק,0
פאנא,0
קד,0
תקדמנא,0
ואוצ'חנא,0
אן,0
אלעאלם,0
גוהר,0
וערץ',0
ואן,0
אלגוהר,0
ואלערץ',0
מחדת'אן,0
ולא,0
יגוז,0
אן,0
יכון,0
אלשי,0
יחדת',0
נפסה,0
בל,0
ד'לך,0
מחאל.,0
ואד'א,0
אסתחאל,0
אן,0
יכון,0
אלשי,0
יחדת',0
נפסה,0
פקד,0
ת'בת,0
אן,0
מחדת'ה,0
ג'ירה.,0
