word,is_he
ונריד,0
אלאן,0
אן,0
נפחץ,0
הל,0
כל,0
פאעל,0
[הו,0
ד']י,0
תפכיר,0
ורויהֿ,0
ותמייז,0
אם,0
בעץ',0
אלפאעלין,0
ד'י,0
רויהֿ,0
ותפכיר,0
ותמייז,0
פנקול,0
אמא,0
אלנאר,0
פי,0
אחראקהא,0
ביאן,0
אנה,0
לא,0
רויהֿ,0
להא,0
ולא,0
תפכיר,0
ולא,0
תמייז,0
ואמא,0
אל[קזהֿ],0
פי,0
פעלהא,0
אלקז,0
ואלנחלהֿ,0
פי,0
פעלהא,0
אלעסל,0
פאן,0
להא,0
תמייז,0
טביעי,0
לא,0
תמייז,0
רויהֿ,0
ולא,0
תפכיר,0
לאן,0
אלרויהֿ,0
ואלתפכיר,0
ענד,0
אלקיאס,0
אלמערפהֿ,0
וטלב,0
אלתיקן,0
ונפי,0
אלשך,0
ואלאחתיאל,0
וג'יר,0
ד'לך,0
והד'א,0
מא,0
ליס,0
בין,0
אלחשרין,0
אעני,0
אלדודהֿ,0
ואלנחלהֿ.,0
