word,is_he
<.,0
.,0
.>,0
אלתי,0
לטאעתנא,0
פקד,0
צאר,0
[.,0
.,0
.],0
וחדה,0
ואן,0
כאן,0
כל,0
נפע,0
אלי,0
נפע,0
[.,0
.,0
.],0
והו,0
אלמצור,0
אליה,0
והו,0
אלמבתדי,0
[אולא],0
ואחברא,0
בל,0
מנה,0
איצ'א,0
באנקיאדנא,0
[במא],0
אמרנא,0
ותועדנא,0
[.,0
.,0
.],0
מא,0
וגדנא,0
וא,0
[.,0
.,0
.],0
אלי,0
מא,0
נהאנא,0
[חתי],0
נחק,0
בד'לך,0
ותואעד,0
באל,0
[.,0
.,0
.],0
עקאב,0
מעציהֿ,0
מקדר,0
[.,0
.,0
.],0
מנה,0
כלה,0
[.,0
.,0
.],0
ופעלה,0
[.,0
.,0
.],0
ת'ם,0
הו,0
[.,0
.,0
.],0
אלתי,0
נסק,0
[.,0
.,0
.],0
אלד'י,0
[.,0
.,0
.,0
נא.,0
.,0
.],0
פיה,0
אלטאעהֿ,0
אלתי,0
הי,0
פעלנא,0
אלתי,0
הי,0
נפע,0
לנא,0
בגרבה,0
[.,0
.,0
.],0
נא,0
אלי,0
אלת'ואב,0
אלד'י,0
ועדנא,0
עליהא,0
פהד'א,0
עלי,0
תחציל,0
כד'י,0
ובעצ'ה,0
בגודה,0
עלינא,0
