word,is_he
ת'ם,0
יסאלון,0
פיקאל,0
להם,0
אימא,0
אפצ'ל,0
ענדכם,0
מן,0
לו,0
כ'לי,0
ואלכ'יר,0
לבאדר,0
אליה,0
יעמל,0
בה,0
או,0
מן,0
<לו>,0
כ'לי,0
ואלשר,0
לבאדר,0
אליה,0
ופעלה,0
פאן,0
קאלו,0
אפצ'להמא,0
מן,0
לו,0
כ'לי,0
ואלכ'יר,0
קיל,0
להם,0
פמא,0
תקולון,0
פי,0
פרעון,0
אד',0
אמר,0
באלטאעהֿ,0
לו,0
כ'לי,0
ואיאהא,0
לפעלהא,0
ומא,0
תקולון,0
פי,0
מוסי,0
לו,0
כ'לי,0
ואלמעציהֿ,0
לפעלהא,0
פאן,0
אבו,0
ד'לך,0
רגעו,0
ען,0
קולהם,0
ואן,0
אוגבוה,0
זעמו,0
אן,0
אלכפאר,0
באללה,0
אפצ'ל,0
מן,0
אלמומנין,0
בה,0
ואעדאיה,0
אפצ'ל,0
מן,0
אנביאה,0
פתעאלי,0
אללה,0
אלואחד,0
אלעדל.,0
