word,is_he
"ע""א",1
כתבת,0
אטאל,0
אללה,0
[…],0
לה',1
כלת,0
מן,0
סי[ון],1
והו,0
ערבה,0
עצרת,1
ד[אר]ך,0
אללה,0
מולאי,0
אמתאלה,0
ואעאדה,0
עליה,0
סנין,0
[…],0
כתירא,0
ומא,0
לא,0
[…],0
וחכם,0
חיותה,0
עלינא,0
כלנא,0
ען,0
חאל,0
סלאמה,0
ונעמה,0
בבקא,0
מולאי,0
ואלחמד,0
ללה,0
וחדה,0
[…],0
בעד,0
וצול,0
כתב,0
מולאי,0
אחדהם,0
ביד,0
מעאפר,0
ואלתאני,0
ביד,0
סעיד,0
ווקפת,0
מנהם,0
עלי,0
[…],0
סלאמת,0
מולאי,0
אדא[מהא,0
אלל]ה,0
לה,0
ווקפת,0
עלי,0
[כתאב],0
אלשפאר,0
ואנא,0
אן,0
שא,0
אללה,0
נאכד,0
מנה,0
בסי[…],0
אלחסאב,0
אלקדים,0
[בעד,0
אלע]יד,0
ונגיבה,0
מעי,0
וכנת,0
ערפת,0
מולאי,0
אני,0
אוצקת,0
גמלת,0
[…],0
אעדל,0
אלי,0
סקליה,0
ולאלמהדיה,0
בעד,0
תעבא,0
עצ'ים,0
[…],0
אע[דאל],0
מראכב,0
אלסקלי[ה],0
רמאת,0
נחו,0
ק',1
עדל,0
מנהא,0
למולאי,0
אדאם,0
אללה,0
עזה,0
יו',1
עדל,0
ממא,0
[…],0
מרכב,0
אבן,0
דיסור,0
[…],0
ומרכב,0
אלאמיר,0
עלי,0
ח',1
וכדאלך,0
רמו,0
מראכב,0
אלמהדיה,0
איצא,0
לאבן,0
ליס,0
רמו,0
מראכב,0
אלמהדיה,0
שי,0
מן,0
מאל,0
מולאי,0
לאן,0
אעדאל,0
אלמהדיה,0
אלדי,0
למולאי,0
כלהא,0
פי,0
בטון,0
אלמראכב,0
ליס,0
עלי,0
צהורהא,0
שי,0
ובאללה,0
יא,0
מולאי,0
אני,0
קאסית,0
פי,0
האדה,0
אליו,0
עדל,0
אלתי,0
[…],0
אנזלו,0
מן,0
מראכב,0
סקליה,0
ממא,0
לו,0
כאנת,0
ק',1
עדל,0
למא,0
תעבת,0
פי,0
נצ',0
אלתעב,0
אלדי,0
תעבת,0
פי,0
האדה,0
אליו',0
עדל,0
ל[מ]א?,0
צ'אקת,0
אלמראכב,0
וכל,0
מן,0
נמצ'י,0
מא,0
לייה,0
ליס,0
יאכדהא,0
ואני,0
וקד,0
חמלתהא,0
אלי,0
אלמהדיה,0
מנהא,0
פי,0
מרכב,0
חסין,0
אללכי,0
אלגדיד,0
אלדי,0
למולאי,0
פיה,0
ל',1
עדל,0
י',1
אעדאל,0
פי,0
מרכב,0
יחיי,1
אבן,0
אלסאחלי,0
אלאספאקצי,0
ו',1
אעדל,0
וקד,0
כאתבת,0
אברהים,0
בן,0
סמחון,0
אידה,0
אללה,0
פי,0
באב,0
אלי',0
אעדאל,0
אלדי,0
פי,0
מרכב,0
אללכי,0
וכדלך,0
כא[תבת],0
יחיי,0
אבן,0
כאלי,0
אידה,0
אללה,0
פי,0
באב,0
אלו',0
אעדאל,0
אלדי,0
פי,0
מרכב,0
אבן,0
אלסאחלי,0
ובינת,0
אלחאל,0
להם,0
גמיעא,0
יכן,0
גמלת,0
מא,0
חמלתה,0
אלי,0
אביצחק,0
בן,0
סמחון,0
אידה,0
אללה,0
"[מ""ג]",0
עדל,0
ואלדי,0
חמלתה,0
אלי,0
יחיי,0
אבן,0
כאלי,0
אידה,0
אללה,0
מו',0
עדל,0
כתבנא,0
עליהא[…],0
יכון,0
גמלת,0
מא,0
חמלתה,0
אלי,0
אלמהדיה,0
פט',0
עדל,0
באלק,0
[…],0
ואלדי,0
[…],0
אלי,0
סקליה,0
"נ""ז",1
עדל,0
מנהא,0
פי,0
מרכב,0
אבן,0
דיסור,0
לב',0
עדל,0
ופי,0
מרכב,0
אלאמיר,0
עלי,0
כה',0
עדל,0
וקד,0
ערפת,0
סידי,0
אבי,0
יוסף,1
יעקוב,0
בן,0
אסמאעיל,0
בדלך,0
ולם,0
נלחק,0
נסתרד,0
מנהם,0
סלפה,0
לאן,0
רמו,0
אכתר,0
אלאעדאל,0
תחת,0
אלמנארה,0
והו,0
[…],0
אכתר,0
[…],0
קארב,0
לחקת,0
יעקוב,0
אבן,0
אסמאעילי,0
ודאלך,0
[…],0
מעהם,0
אסל,0
מן,0
אללה,0
אלכירה,0
ומא,0
אחסן,0
נצף,0
[…],0
יסור,0
בה,0
מן,0
אלקביחי,0
פלא,0
אחסן,0
אללה,0
[…],0
שוליים,1
ימניים,1
[…],0
/,0
אמא,0
מרכב,0
ע[…],0
/,0
לילת,0
כתאבי,0
האדא,0
[…],0
/,0
ומרכב,0
חסין,0
אקלע,0
באל,0
[סלאמה],0
/,0
אן,0
שא,0
אללה,0
אללה,0
יכתב,0
עלי,0
/,0
אלגמיע,0
לסלאמה,0
ברחמ[תה],0
/,0
וקד,0
אפרקת,0
אלכתב,0
/,0
פי,0
ה',1
מראכב,0
אלי,0
אל,0
/,0
מהדיה,0
נפי,0
ג',1
אלי,0
/,0
סקליה,0
וקד,0
כתבת,0
/,0
אלי,0
יחיי,0
אבן,0
כאלי,0
אידה,0
/,0
אללה,0
ואלי,0
אבי,0
צחק,0
/,0
ואכדת,0
עליה,0
[…],0
/,0
אלביע,0
[…],0
/,0
אלצרה,0
פי,0
[אול,0
אל],0
/,0
מרכאב,0
[ואל,0
ריח],0
/,0
שרקי,0
מן,0
[יום],0
/,0
אלגמעה,0
אלי,0
[יום],0
/,0
כתאבי,0
האדה,0
[…],0
/,0
אן,0
לא,0
ירו,0
[…],0
/,0
[…],0
עלי,0
/,0
כתאביה,0
אלי,0
[…],0
/,0
ואלדי,0
אבו,0
ל[…],0
/,0
מראכב,0
סקליה,0
/,0
"י""ד",1
עדל,0
"ע""ב",1
חצ'רה,0
מולאי,0
אלשיך,0
אבי,0
אלפרג,0
יוסף,1
בן,1
יעקוב]?,1
בן,1
עוכל]?,1
"נ""נ",1
אדאם,0
אללה,0
עזה,0
ונעמה,0
וציאנתה,0
עב[דה],0
אפרים,1
בן,1
אסמעיל,1
"נ""נ",1
אלגוהרי,0
במצר,0
מגלסה,0
אן,0
שא,0
אלללה,0
