word,is_he
"ע""א",1
וצל,0
כתאב,0
מולאי,0
אלשיך,0
אטאל,0
בקאה,0
ואדאם,0
סאלמתה,0
וסעדתה,0
בעד,0
אשתיאק,0
עטים,0
אליה,0
פבלג,0
מני,0
אלמבלג,0
אלעטים,0
ממא,0
סררת,0
בה,0
גאיה,0
אלסרור,0
ודעות,0
אלי,0
אללה,0
אלא,0
יעדמני,0
בקאה,0
ולם,0
יק[טע,0
אחסאנה],0
עליה,0
וכתאבי,0
הדא,0
יום,0
ערובה,0
פסח,1
יגעלה,0
אללה,0
עליה,0
אימן,0
אלאעיאד,0
ואברכהא,0
וקד,0
כאן,0
תקדם,0
[כתאבי,0
אלי,0
מולאי,0
אעזה],0
אללה,0
באלתהניה,0
ארגו,0
וצולה,0
אליה,0
ומא,0
דכר,0
אעזה,0
אללה,0
שי,0
מן,0
אלשוק,0
אלא,0
וענדי,0
אצ'עאפה,0
אללה,0
תע[אלי,0
יגמל,0
אלשמל,0
ביננא],0
חסב,0
עואידה,0
אלגמילה,0
וקד,0
סרני,0
מא,0
פעלה,0
מן,0
תכריק,0
אלכתאב,0
בעד,0
קראתה,0
לה,0
אחסן,0
אללה,0
גז[אה],0
מן,0
כטאב,0
פלוני,0
אלא,0
ידפע,0
אליה,0
אכתר,0
מן,0
ה',1
דנניר,0
פמא,0
ראית,0
לדלך,0
וגה,0
לאנה,0
כאן,0
יערפה,0
פי,0
אל[…],0
עלי,0
מולאי,0
ועליי,0
אסבאב,0
לאן,0
וחק,0
מא,0
נעתקדה,0
בעונות,1
מא,0
תקע,0
אלעין,0
אליום,0
עלי,0
אחד,0
ואמא,0
[…],0
אללה,0
ממא,0
ועד,0
בה,0
ר',1
מימון,1
מן,0
אלופא,0
אחסן,0
אללה,0
גזאה,0
ואמא,0
מא,0
דכרה,0
מן,0
אנחדאר,0
אלשיך,0
אב[…],0
קד,0
כתבת,0
אליה,0
כתאב,0
והו,0
טי,0
כתאבי,0
הדא,0
אנא,0
ארגב,0
אלי,0
מולאי,0
אלחוטה,0
עליה,0
אלי,0
אן,0
יצל,0
אליה,0
[…],0
ולמולאי,0
אלפצ'ל,0
ואלמנה,1
אלעט'ימה,0
עלי,0
פי,0
דלך,0
לא,0
עדמתה,0
ואמא,0
מא,0
דכרה,0
מן,0
אמר,0
סרר,0
קד,0
[אגתמעת],0
מע,0
אלרייס,0
אב',0
טול,0
אללה,0
