word,is_he
וקולכם,0
פי,0
אלאנג'יל,0
אן,0
כאן,0
אלמסיח,0
פי,0
"אלארץ',",0
חית',0
לא,0
מנתהא,0
ופי,0
אסאסאת,0
"אלג'באל,",0
ופי,0
אלימין,0
ואלשמאל,0
ואלמשרק,0
"ואלמגרב,",0
כמא,0
אן,0
אלג'רב,0
פי,0
כל,0
מכאן.,0
פאן,0
קלת,0
אן,0
ד'לך,0
"צחיח,",0
פקד,0
"כד'בת,",0
אד',0
אנת,0
תשהד,0
אן,0
אלמסיח,0
אנסאן,0
כג'סד,0
"אלנאס,",0
ואלאנסאן,0
אלתאם,0
אטול,0
מא,0
יכון,0
ג',1
אד'רע,0
או,0
ד',1
אד'רע.,0
פאן,0
קלת:,0
כאן,0
ג'סד,0
אלמסיח,0
עלי,0
"אלארץ',",0
פאד'ן,0
לם,0
יכון,0
ג'סד,0
אלמסיח,0
[.,0
.,0
.]טול,0
כ'מס,0
אלאף,0
ד'ראע.,0
