word,is_he
פאנה,0
ליס,0
מן,0
הד'ה,0
ואחד,0
אלא,0
והו,0
בסיט,0
פי,0
מענאה,0
פאנא,0
נגד,0
אלד'הב,0
מתשאבה,0
אלאגזא,0
פלד'לך,0
סמינאה,0
בסיטא,0
וכד'לך,0
אלארץ',0
ואלמא,0
ואלהוא.,0
ונגד,0
איצ'א,0
אלכ'שבהֿ,0
אלואחדהֿ,0
מן,0
אלנבאת,0
מתשאבההֿ,0
אלאגזא,0
ונגד,0
איצ'א,0
אלעט'ם,0
אלואחד,0
מתשאבה,0
אלאגזא.,0
ונגד,0
אלנפס,0
ג'יר,0
מכ'תלפהֿ,0
אלאגזא,0
כאלבדן,0
ונגד,0
חרארהֿ,0
אלנאר,0
וברודהֿ,0
אלת'לג,0
וצפרהֿ,0
אלד'הב,0
ואשבאה,0
ד'לך,0
ואן,0
כאנת,0
קאימהֿ,0
פי,0
ג'ירהא,0
פאנהא,0
ענד,0
אלפעל,0
אמור,0
בסיטהֿ,0
ג'יר,0
מכ'תלפהֿ,0
אלאגזא,0
ולד'לך,0
סמינא,0
ד'לך,0
ואחד,0
פי,0
אלבסאטהֿ,0
לא,0
עלי,0
מעני,0
אכ'ר.,0
