word,is_he
<ואן,0
קאל>,0
ואן,0
כאן,0
אלגוהר,0
מחדת',0
לאנה,0
לא,0
ינפך,0
מן,0
ערץ',0
הו,0
חדת',0
לוגב,0
אן,0
יכון,0
אלערץ',0
קאים,0
בד'אתה,0
לאנה,0
לא,0
ינפך,0
מן,0
אן,0
יכון,0
קאימא,0
פי,0
גוהר,0
קאים,0
בד'אתה,0
קלנא,0
כמא,0
וגב,0
אן,0
יכון,0
אלגסם,0
טויל,0
לאנה,0
לא,0
ינפך,0
מן,0
אלטול,0
ולא,0
יגב,0
אן,0
יכון,0
אלטול,0
טויל,0
עריץ',0
עמיק,0
ואן,0
כאן,0
לא,0
ינפך,0
ממא,0
הו,0
טויל,0
עריץ',0
עמיק,0
כד'לך,0
לא,0
יגב,0
אן,0
יכון,0
אלערץ',0
קאימא,0
בד'אתה,0
לאנה,0
לא,0
ינפך,0
מן,0
אן,0
יכון,0
קאימא,0
במא,0
הו,0
קאים,0
בד'אתה,0
ואן,0
כאן,0
אלגוהר,0
מחדת',0
לאנה,0
לא,0
ינפך,0
מן,0
ערץ',0
הו,0
חדת',0
ואיצ'א,0
כמא,0
וגב,0
אן,0
יכון,0
אלגסם,0
ת'קיל,0
וכ'פיף,0
לאנה,0
לא,0
ינפך,0
מן,0
ת'קל,0
וכ'פהֿ,0
ולא,0
יגב,0
אן,0
יכון,0
<אלת'קל>,0
ואלכ'פהֿ,0
כל,0
ואחד,0
מנהמא,0
גסם,0
טויל,0
עריץ',0
עמיק,0
לאנהמא,0
לא,0
ינפכאן,0
מן,0
אן,0
יכון,0
קואמהמא,0
פי,0
גסם,0
טויל,0
עריץ',0
עמיק,0
כד'לך,0
לא,0
יג[ב,0
א]ד'א,0
כאן,0
אלגוהר,0
מחדת',0
לאנה,0
לא,0
ינפך,0
[מן,0
ער]ץ',0
הו,0
חדת',0
אן,0
יכון,0
אלערץ',0
קאימא,0
בד'את[ה,0
לאנ]ה,0
לא,0
ינפך,0
מן,0
אן,0
יכון,0
קאימא,0
פי,0
גוהר,0
הו,0
קאים,0
[ב]ד'אתה.,0
