word,is_he
ברקלו,0
ודע,0
וכנת,0
קד,0
סאלת,0
אשיך,0
אבי,0
יצחק,1
אברהם,1
אן,0
יסאלה,0
לי,0
פי,0
חמל,0
ה',1
אעדאל,0
כתאן,0
ורכבי,0
[מ]עה,0
פאתונא,0
פי,0
דלך,0
פאכרגת,0
אלה',1
אעדאל,0
אלמדכרה,0
פי,0
קנבר,0
למיר,0
וכילה,0
מרדוך,1
ולם,0
אקר,0
אכדהא,0
מנה,0
אסל,0
אללה,0
אלכירה,0
וכאן,0
בגיתי,0
טול,0
הדי,0
אלמדה,0
אסיר,0
לטרבלס,0
פלם,0
ישא,0
אללה,0
אסל,0
אללה,0
אלכירה,0
וקד,0
קטעו,0
אלכרי,0
ה',1
ותלת,0
פבעד,0
אן,0
קטעו,0
בה',1
ותלת,0
אכרא,0
אדמשקי,0
ד',1
ותלת,0
ואכרא,0
קארב,0
מפרג,0
ג',1
ותלת,0
ואלי,0
יומי,0
הדא,0
מא,0
אוצק,0
אחד,0
עדל,0
גיר,0
קארב,0
אל,0
כוני,0
לטרבלס,0
וקארב,0
אלוזיר,0
אלדי,0
אוכרת,0
אעדל,0
אנס,0
פיה,0
בשרא,0
בעשרה,0
ותלת,0
ומא,0
רצי,0
אלאמיר,0
אן,0
יכרי,0
פי,0
מרכבה,0
ה',1
ותלת,0
וחל,0
אנס,0
ואקף,0
פאדא,0
סהל,0
אללה,0
ואקלענא,0
ומן,0
בסלמה,0
אנא,0
אמצי,0
מן,0
סקליה,0
לטרבלס,0
וקד,0
כתבת,0
כתאב,0
לבארוך,0
אן,0
יבע,0
אל,0
ברקלו,0
ואן,0
כאן,0
ענדהם,0
בטרבלס,0
מן,0
יספר,0
ינפץ',0
ת'מנה,0
לך,0
ואנא,0
ימולאי,0
לא,0
בד,0
לי,0
אן,0
אסיר,0
לטרבלס,0
למא,0
לי,0
פי,0
אבן,0
חכם,0
אללה,0
יכתב,0
אסלמה,0
ויסהל,0
חסב,0
עוידה,0
אלגמילה,0
ואידה,0
אלגזילה,0
אנה,0
ולי,0
דלך,0
ואלקאדר,0
עליה,0
פלא,0
תשגל,0
סרך,0
בשין,0
אתולה,0
לך,0
פאני,0
אבלג,0
לך,0
פיה,0
פוק,0
אל,0
מרד,0
אן,0
שא,0
אללה,0
וקד,0
כנת,0
קלת,0
לי,0
בסכנדריה,0
שין,0
וקד,0
רודת,0
נפסי,0
פיה,0
פלם,0
תסעדני,0
עלא,0
שין,0
מנה,0
פאן,0
אכתרת,0
אן,0
יכון,0
דרה',0
בדרה',0
וכרמה,0
בכרמה,0
אפעל,0
ואן,0
לם,0
תכתר,0
אנא,0
אכדמך,0
פי,0
הדא,0
אלברקלו,0
ואביע,0
ואשתרי,0
ואנפץ',0
לך,0
ואן,0
אכתרת,0
אן,0
נסלפך,0
עלא,0
שין,0
ממא,0
לי,0
בסקליה,0
ואמא,0
יכון,0
לך,0
אנת,0
ק',0
[…],0
דינ',0
ונציף,0
אנא,0
עליהא,0
"ק""ק",1
ויכון,0
לך,0
נצף,0
אלפצ'ל,0
מא,0
הו,0
[…],0
אקר,0
עליה,0
ולא,0
אפעלה,0
לא,0
שוליים,1
ימניים,1
מעך,0
ולא,0
מע,0
גירך,0
אעלמתך,0
דלך,0
וקד,0
כנת,0
כתבת,0
לך,0
במא,0
וצל,0
אלי,0
בה,0
/,0
כתאב,0
יעקב,1
בן,1
עמנואל,1
אנך,0
דפעת,0
עליה,0
פי,0
אלעדלין,0
אלדי,0
לי,0
ו[…],0
/,0
יראד,0
מנך,0
פקאל,0
יעקב,1
אלמדכר,0
אני,0
וזנת,0
בידי,0
עלא,0
אלחמלין,0
/,0
חמל,0
ליוסף,1
בן,1
פרח,1
"נ""ע",1
וחמל,0
כאצה,0
יעקב,1
ו[…],0
אלכתאן,0
[…],0
שוליים,1
עליונים,1
ואל,0
[…],0
/,0
וזנתה,0
אנת,0
/,0
וחס[בתה],0
בה,0
/,0
פתאמל,0
חסבה,0
/,0
ותכתב,0
אליה,0
/,0
בצחת,0
דאלך,0
/,0
וכדאלך,0
חלף,0
/,0
אנה,0
לא,0
יכד,0
/,0
אלקרפה,0
ואל,0
/,0
פלפל,0
ותמר,1
/,1
הנדי,1
או,0
יזן,0
/,0
תמנהם,0
[…],0
/,0
מבלג,0
תמנה,0
/,0
ותערפה,0
למן,0
/,0
ידפע,0
תמן,0
/,0
אלגמיע,0
/,0
וקד,0
קאל,0
לך,0
/,0
יוסף,1
בן,1
עלי,1
/,0
אלכהן,0
אן,0
/,0
ערץ',0
[…],0
/,0
תמן,0
הדיה,0
/,0
חויג,0
פא[…],0
/,0
אן,0
תכדה,0
/,0
מנה,0
מן,0
/,0
חסאב,0
מן,0
/,0
בינהם,0
פלא,0
/,0
יכון,0
בד,0
מנה,0
/,0
אן,0
תכתב,0
/,0
כם,0
תמנה,0
[/],0
ידפעה,0
"ע""ב",1
וקד,0
כאן,0
תקדם,0
סאלי,0
לך,0
פי,0
מא,0
יתעלק,0
בסידי,0
רבי,1
אבון,1
בן,1
צדקה,1
"נ""ע",1
וקד,0
וצל,0
שכר,0
[ד]כר,0
אללה,0
תעאלי,0
לא,0
יעדמך,0
הדא,0
אלאסם,0
אטיב,0
וקד,0
ערפני,0
אנה,0
פעל,0
מא,0
כנת,0
אשרת,0
בה,0
עליה,0
מן,0
כון,0
אלחגה,0
ענדך,0
וגמני,0
אלדי,0
לם,0
תנגז,0
לה,0
מנהא,0
בעצ'הא,0
לכן,0
לעל,0
קטעוה,0
פי,0
אכתר,0
אן,0
שא,0
אללה,0
פאן,0
כאן,0
לה,0
טאלב,0
וראית,0
לביע,0
בעץ',0
