word,is_he
פאן,0
קאל,0
פאד',0
אגזת,0
אן,0
יכון,0
אלגוהר,0
יחדת',0
בחדות',0
בעץ',0
אלאעראץ',0
והו,0
אלערץ',0
אלאול,0
אלד'י,0
ד'כרת,0
אנה,0
חדת',0
מע,0
חדות',0
אלגוהר,0
ולם,0
תגיז,0
אן,0
יכון,0
אלגוהר,0
יחדת',0
מע,0
חדות',0
כל,0
אלאעראץ',0
פלם,0
לא,0
אגזת,0
אן,0
יכון,0
אלערץ',0
יחדת',0
מע,0
חדות',0
בעץ',0
אלגואהר,0
ולא,0
יחדת',0
בחדות',0
כל,0
אלגואהר,0
קלנא,0
וכ[ד'לך],0
נקול,0
נחן,0
נזעם,0
אן,0
אול,0
ערץ',0
חדת',0
מ[ע,0
חדות'],0
אלגוהר,0
ובחדות',0
אלגוהר,0
ליס,0
כל,0
ערץ',0
חדת',0
[בעד],0
ד'לך,0
פי,0
אלגוהר,0
אנמא,0
חדת',0
בחדות',0
אלגוהר,0
וכ[ד']לך,0
איצ'א,0
נקול,0
אן,0
אלגוהר,0
אנמא,0
חדת',0
מע,0
חדות',0
ובחדות',0
אול,0
ערץ',0
מעה,0
ופיה,0
ולם,0
יחדת',0
בחדות',0
כל,0
ערץ',0
חדת',0
בעד,0
ד'לך,0
פיה,0
ג'יר,0
אן,0
הד'ה,0
אלאעראץ',0
פיה,0
ולא,0
כל,0
עלי,0
חדתה,0
אד',0
כנא,0
ראינהא,0
חאדת'הֿ,0
מתקצ'יהֿ,0
אולא,0
פאול,0
והו,0
לא,0
ינפך,0
מנהא.,0
