word,is_he
פאן,0
קאל,0
קאיל,0
אנהמא,0
מתפקין,0
פי,0
אלד'את,0
ואלפעל,0
פקד,0
אבטלנא,0
הד'א,0
אלבאב,0
חית',0
אכ'ברנא,0
אן,0
אלשיאן,0
לא,0
יכונא,0
מתפקין,0
מן,0
כל,0
גההֿ,0
והמא,0
את'נין,0
ואבטלנא,0
איצ'א,0
אן,0
יכונא,0
מתפקין,0
מן,0
גההֿ,0
מכ'תלפין,0
מן,0
גההֿ,0
<לאן,0
אלשיאן,0
לא,0
יכונא,0
מתפקין,0
מן,0
גההֿ,0
מכ'תלפין,0
מן,0
גההֿ>,0
אלא,0
והמא,0
מעתרצ'ין,0
ואלמעתרץ',0
מחדת',0
וליס,0
כ'אלק.,0
פאן,0
קאל,0
אנהמא,0
מתפקין,0
פי,0
אלד'את,0
לא,0
פי,0
אלפעל,0
אחאל,0
איצ'א,0
ואכ'טא,0
לאנא,0
קד,0
תקדמנא,0
פאכ'ברנא,0
אן,0
אלשיאן,0
אד'א,0
אתפקא,0
פי,0
אלד'את,0
פקד,0
אתפקא,0
פי,0
אלפעל.,0
פאן,0
קאל,0
אנהמא,0
מתפקין,0
פי,0
אלפעל,0
לא,0
פי,0
אלד'את,0
אחאל,0
איצ'א,0
לאנא,0
קד,0
תקדמנא,0
פאכ'ברנא,0
אן,0
כל,0
מתפקין,0
פי,0
פעלהמא,0
פהמא,0
מתפקין,0
פי,0
ד'אתהמא.,0
