word,is_he
"ע""א",1
כתאבי,0
יא,0
סידי,0
ומולאי,0
אטאל,0
אללה,0
בקאך,0
ואדאם,0
סלאמתך,0
וסעאדתך,0
וצרף,0
אלאסוא,0
ענך,0
ברחמתה,0
מן,0
אלמסתקר,0
ליא',1
בקין,0
מן,0
אלול,1
כתמה,0
אללה,0
עלינא,0
ועליך,0
באחסן,0
כאתמה,0
ואלחאל,0
סלאמה,0
ונעמה,0
ואלחמד,0
לאללה,0
רב,0
אלעאלמין,0
בעד,0
וצול,0
כתאבך,0
ווקפת,0
מנה,0
עלי,0
סלאמתך,0
ועאפיתך,0
וחמדת,0
אללה,0
על[י],0
דלך,0
ומא,0
אקדר,0
אצף,0
לך,0
יא,0
מולאי,0
מא,0
לחקני,0
מן,0
וחשך,0
אסל,0
אללה,0
יקרב,0
אלג'מע,0
ברחמתה,0
ודפעת,0
כתאבך,0
למולאי,0
אלרב,0
אדאם,0
אללה,0
עזה,0
וסרר,0
ביה,0
והו,0
ראעי,0
לך,0
וקרי,0
עלי,0
כתאבך,0
וערפני,0
מא,0
גרי,0
עליך,0
ברוך,1
גומל,1
לחייבים,1
טובות,1
וסרני,0
סלאמאך,0
ללה,0
אלחמד,0
ולה,0
אל,0
שכר,0
תקדם,0
כתאבי,0
ודרגה,0
כתאב,0
למולאי,0
אבו,0
מחמד,0
קאסם,0
אידה,0
אללה,0
וקד,0
שק,0
עלי,0
אלדי,0
פעלתה,0
מעי,0
מא,0
כנת,0
אחסבך,0
אלא,0
אפצ'ל,0
מן,0
אך,0
ולא,0
אמלת,0
פיך,0
הדא,0
אלדי,0
פעלתה,0
ולא,0
(עאצ'),0
אעצ'ם,0
מא,0
עלי,0
אלא,0
אלימין,0
אלדי,0
וקעת,0
מני,0
ולאכן,0
יא,0
מולאי,0
אל,0
דניא,0
דאר,0
(מכאפ),0
מכאפא,0
מן,0
(כדם),0
כדם,0
כדם,0
ונחב,0
תתפצ'ל,0
תדפע,0
אל,0
צרה,0
אלדי,0
לי,0
לאבי,0
מחמד,0
קאסם,0
והי,0
פ,1
דינאר,0
ורבע',0
וקירט,0
גיאד,0
[ו]דנאניר,0
מולאי,0
אלשיך,0
אבי,0
אל,0
[פרג],0
לא,0
תדפע,0
אליה,0
מנהא,0
שי,0
אן,0
גאזת,0
ענך,0
וכאנת,0
תגוז,0
פי,0
צרף,0
[…],0
אן,0
תצרף,0
בהא,0
דרהם,0
ותדפעהא,0
אליה,0
ורק,0
נעם,0
ולא,0
באללה,0
עליך,0
לא,0
תדפע,0
לה,0
מנהא,0
דינאר,0
ואן,0
כאן,0
תכלטהא,0
מע,0
צרת,0
כאלי,0
ואדא,0
כרגת,0
ענך,0
תשתרי,0
בהא,0
חמל,0
כתאן,0
עלי,0
נאחיה,0
אמא,0
גמלה,0
או,0
מפרק,0
ואנא,0
מעלק,0
אל,0
קלב,0
אלי,0
אן,0
יצל,0
אלי,0
כתאבך,0
במא,0
פעלתה,0
ונחב,0
איצ'א,0
תראעי,0
קאסם,0
פי,0
מא,0
תשתריה,0
ונחב,0
אקול,0
לה,0
יכון,0
אמא,0
גריב,0
[מן],0
עלו,0
גאיה,0
או,0
בוצירי,0
גייד,0
מן,0
ד',1
אלי,0
ג',1
למא,0
חולה,0
ומא,0
תחב,0
עלמה,0
יא,0
מולאי,0
אן,0
ענדנא,0
כאן,0
אלמראכב,0
מעקולה,0
ואלזית,0
כאן,0
"מ""ב",1
רגע,0
"ל""א",1
ואלצאבון,0
ג',1
אלי,0
ט',1
ואל,0
רצאץ,0
כאן,0
ג',1
יסוא,0
ד',1
ואל,0
זפת,0
ד',1
ובצ'איע,0
אל,0
מגארב,0
כלהא,0
זאדת,0
ואלסלטאן,0
אכד,0
אל,0
שמע,0
אלדי,0
פי,0
דאר,0
עבד,0
ואכד,0
שמע,0
כאלי,0
פיה,0
ומא,0
אדרי,0
כיף,0
יקאומה,0
ולמא,0
כאן,0
יומנא,0
הדא,0
וצל,0
כתאב,0
מרדוך,1
ודכר,0
אן,0
וצלת,0
ג',1
מראכב,0
מן,0
סקליה,0
ווצלו,0
פיהא,0
ב',1
מן,0
אצחאבנא,0
ועאהדהם,0
מן,0
אל,0
מהדיה,0
"מ""א",1
יום,0
ודכרו,0
אן,0
תרכו,0
ו',1
מראכב,0
מסך,0
והי,0
מרוגה,0
וקד,0
כאנו,0
מעקולין,0
אלי,0
אן,0
וצל,0
קארב,0
אלטפאל,0
אטלקו,0
אעלמתך,0
דלך,0
וקד,0
וצל,0
כתאב,0
[סידי]?,0
כאלי,0
אידה,0
אללה,0
מן,0
תניס,0
וכאן,0
וצולהם,0
אלי,0
תניס,0
יום,0
אל,0
ג',1
יום,0
קבל,0
אל,0
נירוז,0
ווצל,0
לך,0
כתאב,0
מן,0
כאלי,0
והו,0
דרג,0
כתאבי,0
שוליים,1
ימניים,1
וקד,0
סאלני,0
/,0
כאלי,0
אן,0
/,0
נכתב,0
אליך,0
/,0
ונסאלך,0
/,0
ען,0
אלדי,0
/,0
אשתרי,0
/,0
לה,0
קאסם,0
/,0
וסערה,0
/,0
ומן,0
כתאן,0
/,0
מן,0
[…],0
/,0
ונחב,0
איצא,0
/,0
תערפני,0
/,0
אן,0
כאן,0
/,0
אשתרא,0
/,0
לי,0
שי,0
/,0
ומן,0
כתאן,0
/,0
אשתרא,0
/,0
לי,0
ואי,0
/,0
סער,0
/,0
ואן,0
כנת,0
/,0
אשתרית,0
/,0
תערפני,0
/,0
כיף,0
באעו,0
/,0
אל,0
מזארעין,0
/,0
וכיף,0
באע,0
/,0
מסלם,0
/,0
[…],0
שוליים,1
עליונים,1
כתאמה,0
/,0
וקד,0
דכרת,0
חאל,0
/,0
אל,0
(אסכנדר),0
אל,0
/,0
דנאניר,0
וקד,0
/,0
אסתכשפת,0
/,0
מן,0
אל,0
דפתר,0
/,0
וגדת,0
אנה,0
/,0
אתבת,0
עליך,0
/,0
יב',1
דינ',0
אלא,0
/,0
קירטין,0
/,0
ודכרת,0
לה,0
/,0
חאל,0
אל,0
דינרין,0
/,0
ותמן,0
אלא,0
חבה,0
/,0
חמלת,0
/,0
אנה,0
[…],0
/,0
ידפעהא,0
/,0
לך,0
"ע""ב",1
וקד,0
סאלתה,0
יכשף,0
דאלך,0
מן,0
אל,0
מואימה,0
וקאל,0
לי,0
אנא,0
אפעל,0
יחב,0
מן,0
ידכרה,0
וקת,0
מאגה,0
ואנא,0
אחתה,0
פיהא,0
ואעלמך,0
במא,0
יצח,0
וארגו,0
אן,0
כתאבך,0
מני,0
באלקרב,0
במא,0
פעלתה,0
ונחב,0
תכון,0
עינך,0
עלי,0
קאסם,0
ותאכד,0
עליה,0
פי,0
[גוד]ת,0
אל,0
כתאן,0
לא,0
ישתרי,0
לי,0
אל,0
מקארב,0
וכדלך,0
וללה,0
עליך,0
לא,0
תדפע,0
אליה,0
מן,0
אל,0
דנאניר,0
אלבהרגה,0
לא,0
נחצל,0
מעה,0
פי,0
תהמה,0
ולו,0
כנת,0
בנפסי,0
וכאן,0
מעי,0
מנהא,0
ק',1
דנ',0
מא,0
כשית,0
לאני,0
נערף,0
כיף,0
אכרגהא,0
ונחב,0
תערפני,0
אן,0
כאן,0
תמשי,0
פי,0
צרף,0
אלדרה',0
לאני,0
כנת,0
נצרפהא,0
פי,0
דכאן,0
בן,0
יאסר,0
פיאל,0
בזאזין,0
מן,0
אלדי,0
יגיו,0
מן,0
אל,0
פיום,0
ואל,0
צרף,0
ענדנא,0
"ל""ז",1
בדינר,0
ונחב,0
תערפני,0
כיף,0
אל,0
צרף,0
ענדכם,0
ונחב,0
תכתב,0
עני,0
כתאב,0
לקאסם,0
ותקול,0
לה,0
אן,0
וגהת,0
אליך,0
דנאני',0
עליהא,0
צרף,0
ונחב,0
אדא,0
אשתרית,0
תחטהם,0
ען,0
אל,0
בהרגה,0
ותקול,0
לה,0
יכתב,0
לי,0
בוצול,0
אל,0
צרה,0
ואש,0
אשתרא,0
לי,0
קראת,0
עלי,0
כאצת,0
נפסך,0
אל,0
שריפה,0
אל,0
סלאם,0
ומן,0
תשמלה,0
ענאיתך,0
אלסלאם,0
ואן,0
זאד,0
כבר,0
אנא,0
אכתב,0
אליך,0
פיה,0
ותערפני,0
אן,0
כאן,0
תעייד,0
או,0
לא,0
כתובת,1
לסידי,0
ומולאי,0
אבו,1
יחיי,1
נהראי,1
בן,1
נסים,1
מן,0
ואדה,0
עיאש,0
בן,0
צדקה,1
"נ""ע",1
"נ""ע",1
אטאל,0
אללה,0
בקאה,0
ואדאם,0
סלאמתה,0
וסעאדתה,0
ונעמתה,0
