word,is_he
ואן,0
קאלו,0
אן,0
אלט'למי,0
הו,0
אלת'קיל,0
ואן,0
אלנורי,0
הו,0
אלכ'פיף,0
קיל,0
נעם,0
פחדת'ונא,0
ענהמא,0
למא,0
אמתזגא,0
הל,0
כאן,0
ד'לך,0
בלזום,0
כל,0
ואחד,0
מנהמא,0
מרכזה,0
אם,0
בנזול,0
אלכ'יר,0
וצעוד,0
אלשריר,0
פאן,0
קאלו,0
בלזום,0
כל,0
ואחד,0
מנהמא,0
מרכזה,0
אחאלו,0
לאנהמא,0
אד'א,0
כאנא,0
לאזמין,0
למרכזהמא,0
פ[ה]מא,0
ג'יר,0
מתלקין,0
ומעדל,0
אלתלאקי,0
לא,0
יכון,0
[מרכז],0
ואן,0
קאלו,0
אלנור,0
נזל,0
ואלט'למי,0
צעד,0
תרכו,0
ק[ולהם,0
וכ]אן,0
אלנור,0
ת'קיל,0
ואלט'למי,0
כ'פיף,0
לאנהם,0
קד,0
א[דעו,0
א]ן,0
ינזל,0
אלנור,0
ויצעד,0
אלט'למי,0
ולא,0
יצעד,0
פ[י,0
אלוה]ם,0
ואלעיאן,0
ואלקיאס,0
אלא,0
כ'פיף,0
ולא,0
ירסב,0
א[לא,0
ת']קיל,0
אלא,0
<אן>,0
יכון,0
ד'לך,0
כרהא,0
מת'ל,0
אלחגר,0
אלד'י,0
יר[מ]י,0
בה,0
אלא,0
פוק.,0
תם,0
פיה,0
אלאיגאז,0
ואללה,0
אלמפהם,0
אלמעין.,0
ופימא,0
ד'כרנא,0
האהנא,0
דלאלהֿ,0
למן,0
כאן,0
לה,0
איצ'א,0
פהם,0
ומן,0
כאן,0
ללחק,0
מחבא,0
ולנצ'ח,0
נפסה,0
טאלבא,0
ואללה,0
נסל,0
אלתופיק.,0
