word,is_he
פאן,0
קאל,0
קד,0
כאן,0
אלגוהר,0
חאדת'א,0
פי,0
אלאבתדי,0
בחדות',0
בעץ',0
אלאעראץ',0
פלם,0
תואתרת,0
עליה,0
אלאעראץ',0
אלחאדת'הֿ,0
אלתי,0
לא,0
ישאהד,0
חדות'ה,0
מע,0
חדות'הא,0
ולא,0
בטלאנה,0
מע,0
בטלאנהא,0
קלנא,0
תואתרת,0
הד'ה,0
אלאעראץ',0
אלחאדת'הֿ,0
לתדלנא,0
עלי,0
אנה,0
אד',0
כאן,0
לא,0
ינפך,0
מנהא,0
ואן,0
כל,0
ואחד,0
מנהמא,0
מחדת',0
פהו,0
לם,0
יסבקהא,0
כלהא,0
מעא,0
ואד'א,0
לם,0
יסבקהא,0
כלהא,0
מעא,0
פהו,0
מחדת',0
ולו,0
כאן,0
אלגוהר,0
מוגודא,0
באלערץ',0
אלחאדת',0
מעה,0
ולם,0
נשאהד,0
נחן,0
אלגוהר,0
יחל,0
פיה,0
ויבטל,0
ענה,0
חואדת',0
למא,0
נעלם,0
אן,0
פיה,0
ערץ',0
ולא,0
אימא,0
אלערץ',0
מן,0
אלגוהר,0
ולא,0
אן,0
ערץ',0
מחדת',0
ולא,0
גוהר,0
מחדת'.,0
