word,is_he
פאן,0
קאל,0
פילזמכם,0
אד'א,0
כאן,0
בעץ',0
אלנאס,0
אזרק,0
או,0
אפטס,0
או,0
כאתב,0
וגב,0
אן,0
יכון,0
כל,0
אלנאס,0
אזרק,0
ואפטס,0
וכאתב,0
ואד'א,0
כאן,0
בעץ',0
אלחמיר,0
אג'ר,0
וגב,0
אן,0
יכון,0
כל,0
אלחמיר,0
אג'ר,0
ואד'א,0
כאן,0
בעץ',0
אלכ'יל,0
אבלק,0
או,0
מחגל,0
או,0
אדהם,0
וגב,0
אן,0
תכון,0
כל,0
אלכ'יל,0
אבלק,0
ומחגלהֿ,0
ו[דהם],0
ואן,0
כאן,0
הד'א,0
ענדך,0
ליס,0
ילזם,0
פליס,0
ילזם,0
מא,0
ק[ל]ת,0
מן,0
אנה,0
אן,0
כאן,0
גוהר,0
ואחד,0
מחדת',0
פכל,0
אלגואהר,0
מחדת'הֿ,0
וליס,0
שי,0
מנהא,0
קדים,0
כמא,0
אנה,0
אן,0
כאן,0
בעץ',0
אלחמיר,0
נהאק,0
ובעץ',0
אלניראן,0
מחרקהֿ,0
אן,0
יכון,0
כל,0
אלחמיר,0
נהאק,0
וכל,0
אלניראן,0
מחרקהֿ.,0
