word,is_he
פקאלו,0
אן,0
כאנת,0
תלך,0
אלעלהֿ,0
הי,0
אלכ'אלק,0
פכנא,0
אנמא,0
קלנא,0
אן,0
אללה,0
אנמא,0
כאן,0
אלאהא,0
לעלהֿ,0
נפסה,0
ואן,0
קלנא,0
תלך,0
אלעלהֿ,0
הי,0
אלכ'לק,0
פכאנא,0
אנמא,0
קלנא,0
אן,0
אללה,0
אנמא,0
כאן,0
אלאהא,0
לעלהֿ,0
כ'לקה,0
ואן,0
כאנת,0
אלעלהֿ,0
ג'יר,0
אללה,0
וג'יר,0
אלכ'לק,0
והי,0
קדימהֿ,0
לם,0
תזל,0
כנא,0
קד,0
את'בתנא,0
ג'יר,0
אללה,0
קדימא,0
ואן,0
קלנא,0
אנהא,0
חאדת'הֿ,0
כנא,0
קד,0
קלנא,0
אן,0
אללה,0
כ'לק,0
חדית',0
לעלהֿ,0
חדת',0
ומחדת',0
אלעלהֿ,0
מחדת',0
פילזמנא,0
לתלך,0
אלעלהֿ,0
אלחדית'הֿ,0
עלהֿ,0
אכ'רי.,0
