word,is_he
פאן,0
קאל,0
ומת'ל,0
מא,0
ד'א,0
יפעל,0
אלשי,0
ג'ירה,0
קלנא,0
מת'ל,0
מא,0
תחרק,0
אלנאר,0
ג'ירהא,0
ויברד,0
אלת'לג,0
ג'ירה,0
ותעמל,0
אלנחלהֿ,0
עסל,0
הו,0
ג'ירהא,0
ותנסג,0
אלענכבות,0
נסג,0
הו,0
ג'ירהא,0
ויכתב,0
אלכאתב,0
כתאב,0
הו,0
ג'ירה,0
ויבני,0
אלבנא,0
בנא,0
הו,0
ג'ירה,0
וסאיר,0
אלאפעאל,0
כד'לך,0
פאלחרק,0
פעל,0
אלנאר,0
ואלתבריד,0
פעל,0
אלת'לג,0
ואלעסל,0
פעל,0
אלנחלהֿ,0
ואלג'זל,0
פעל,0
אלענכבות,0
ואלקז,0
פעל,0
אלדודהֿ,0
ואלכתאבהֿ,0
פעל,0
אלכאתב,0
ואלבנא,0
פעל,0
אלבנא,0
ולא,0
ינכר,0
אחד,0
עלינא,0
ד'כרנא,0
האהנא,0
אלנאר,0
ואלת'לג,0
ואלענכבות,0
ואלקזהֿ,0
מע,0
אלכאתב,0
ואלבאני,0
פאנא,0
אנמא,0
ארדנא,0
בד'לך,0
אן,0
נוצ'ח,0
אנה,0
לא,0
יכון,0
שי,0
מן,0
אלאשיא,0
אעני,0
אנה,0
לא,0
יכון,0
פעל,0
מן,0
אלאפעאל,0
יפעל,0
נפסה,0
ולא,0
יפעלה,0
אלא,0
ג'ירה,0
ולא,0
יחדת'ה,0
אלא,0
סואה,0
כאן,0
פאעלה,0
גמאדי,0
או,0
חיואני,0
ואן,0
כאן,0
חיואני,0
נאטק,0
או,0
ג'יר,0
נאטק.,0
